buyer_id,age,gender,annual_income_usd,city_type,daily_commute_km,number_of_cars_owned,current_car_type,charging_stations_near_home,charging_stations_near_work,home_charging_possible,environmental_concern_level,subsidy_available,range_anxiety_level,will_buy_ev,age_group
EV05462,49,Female,65351.0,Urban,37.0,3,Truck,7,6,Yes,2,No,Low,No,41-50
EV05463,55,Male,30000.0,Urban,9.7,3,Sedan,14,18,No,5,Yes,Low,No,51-60
EV05464,59,Male,56355.0,Suburban,38.2,1,Sedan,7,1,Yes,5,Yes,Low,Yes,51-60
EV05465,67,Female,74914.0,Urban,69.3,1,Sedan,3,12,No,2,Yes,Medium,No,61-70
EV05466,40,Female,79956.0,Suburban,45.6,1,SUV,7,1,Yes,5,No,Low,No,31-40
EV05467,30,Male,84917.0,Urban,38.9,2,SUV,10,9,Yes,4,No,Low,Yes,18-30
EV05468,26,Female,89980.0,Urban,44.1,2,Truck,3,6,No,3,Yes,Low,Yes,18-30
EV05469,56,Female,120720.0,Suburban,16.6,1,SUV,7,6,Yes,4,Yes,Low,Yes,51-60
EV05470,26,Female,94289.0,Rural,77.2,2,Truck,0,3,Yes,4,Yes,Low,No,18-30
EV05471,65,Male,80401.0,Rural,57.2,2,SUV,2,2,Yes,4,No,Low,No,61-70
EV05472,63,Female,30000.0,Urban,50.0,1,SUV,12,13,Yes,4,No,Low,No,61-70
EV05473,31,Female,84708.0,Suburban,33.0,2,Truck,1,6,Yes,4,Yes,Low,No,31-40
EV05474,68,Female,89753.0,Suburban,20.4,2,Sedan,2,3,Yes,5,Yes,Low,Yes,61-70
EV05475,26,Female,89269.0,Suburban,42.6,2,Truck,1,2,Yes,2,No,Low,No,18-30
EV05476,36,Female,114048.0,Urban,46.4,2,SUV,4,7,Yes,4,No,Low,No,31-40
EV05477,67,Female,86187.0,Urban,7.7,2,SUV,6,16,Yes,2,Yes,Low,No,61-70
EV05478,61,Male,64673.0,Suburban,17.2,4,Truck,6,6,Yes,1,No,Low,No,61-70
EV05479,46,Female,44357.0,Suburban,37.3,2,Hatchback,3,8,Yes,3,Yes,Low,No,41-50
EV05480,47,Female,118939.0,Urban,21.3,1,SUV,11,19,Yes,4,No,Low,No,41-50
EV05481,59,Male,122280.0,Suburban,50.3,4,SUV,2,8,No,4,No,Medium,No,51-60
EV05482,56,Male,115473.0,Rural,34.4,2,Sedan,0,0,Yes,1,Yes,Low,No,51-60
EV05483,30,Male,140343.0,Urban,8.5,1,Hatchback,2,18,Yes,5,No,Low,Yes,18-30
EV05484,51,Male,76089.0,Urban,38.4,2,SUV,3,5,No,5,Yes,Low,Yes,51-60
EV05485,49,Male,75196.0,Urban,69.5,3,Sedan,14,8,No,1,No,Low,No,41-50
EV05486,25,Female,136508.0,Rural,15.5,2,Sedan,1,3,Yes,2,No,Low,No,18-30
EV05487,31,Female,31003.0,Suburban,5.0,2,Sedan,1,9,No,1,No,Low,No,31-40
EV05488,34,Male,123274.0,Suburban,64.4,3,Sedan,6,3,No,2,Yes,Low,No,31-40
EV05489,28,Female,46468.0,Urban,38.8,3,Truck,3,4,Yes,1,Yes,Low,No,18-30
EV05490,42,Male,30000.0,Urban,7.8,2,Truck,9,19,Yes,4,Yes,Low,No,41-50
EV05491,32,Female,43018.0,Urban,5.0,4,SUV,7,18,Yes,4,No,Low,No,31-40
EV05492,38,Female,52223.0,Urban,60.5,1,Truck,11,13,No,2,Yes,Low,No,31-40
EV05493,36,Female,94582.0,Urban,28.0,2,SUV,14,5,No,4,Yes,Medium,No,31-40
EV05494,39,Male,151186.0,Urban,27.8,1,Sedan,3,3,Yes,2,Yes,Low,No,31-40
EV05495,68,Female,79744.0,Urban,62.5,1,SUV,8,4,Yes,1,No,Low,No,61-70
EV05496,43,Other,88402.0,Suburban,30.7,2,Sedan,7,6,Yes,1,Yes,Low,No,41-50
EV05497,39,Male,130289.0,Rural,9.3,2,SUV,1,2,Yes,2,No,Low,No,31-40
EV05498,56,Female,67665.0,Urban,30.7,3,Truck,9,18,No,5,Yes,Low,Yes,51-60
EV05499,37,Male,30000.0,Urban,35.3,4,SUV,9,11,No,2,Yes,Low,No,31-40
EV05500,36,Male,58629.0,Urban,38.0,2,SUV,12,12,No,2,Yes,Low,No,31-40
EV05501,66,Male,77589.0,Urban,13.7,3,SUV,4,5,No,5,Yes,Medium,No,61-70
EV05502,69,Male,37486.0,Urban,27.4,1,Sedan,9,13,No,2,No,Medium,No,61-70
EV05503,40,Female,53806.0,Suburban,81.5,3,Sedan,1,6,Yes,1,Yes,Low,No,31-40
EV05504,62,Female,76549.0,Suburban,31.2,2,Hatchback,2,6,Yes,1,Yes,Low,No,61-70
EV05505,67,Female,101016.0,Urban,51.3,2,SUV,11,10,No,3,No,Medium,No,61-70
EV05506,31,Female,90621.0,Urban,57.0,2,Hatchback,3,3,Yes,1,Yes,Low,No,31-40
EV05507,64,Female,40225.0,Urban,36.2,2,SUV,11,18,No,5,No,Low,Yes,61-70
EV05508,42,Female,71608.0,Suburban,34.1,3,Sedan,3,3,Yes,3,No,Low,No,41-50
EV05509,35,Female,78447.0,Suburban,27.4,1,Sedan,0,1,Yes,2,No,Low,No,31-40
EV05510,29,Female,65753.0,Suburban,57.7,2,Sedan,1,8,Yes,4,No,Low,No,18-30
EV05511,28,Male,154110.0,Rural,32.1,1,SUV,1,0,Yes,3,No,Low,No,18-30
EV05512,65,Male,65275.0,Urban,91.2,2,Truck,3,6,No,2,Yes,Medium,No,61-70
EV05513,40,Male,89221.0,Urban,72.6,1,Sedan,8,3,No,3,Yes,Medium,No,31-40
EV05514,53,Male,123987.0,Urban,12.6,4,Hatchback,9,13,No,3,Yes,Low,No,51-60
EV05515,43,Male,76411.0,Suburban,85.1,1,Sedan,7,7,Yes,2,Yes,Low,No,41-50
EV05516,32,Female,129056.0,Rural,50.6,4,SUV,2,0,Yes,3,Yes,Low,Yes,31-40
EV05517,52,Female,100720.0,Urban,15.7,2,Sedan,11,8,Yes,5,No,Low,Yes,51-60
EV05518,31,Male,85244.0,Suburban,40.2,3,SUV,7,6,Yes,1,No,Low,No,31-40
EV05519,60,Male,91628.0,Rural,47.4,2,Sedan,0,0,Yes,5,Yes,Low,Yes,51-60
EV05520,29,Male,30000.0,Suburban,52.6,1,SUV,1,3,Yes,4,Yes,Low,No,18-30
EV05521,48,Male,103925.0,Suburban,34.0,1,Truck,5,7,Yes,3,Yes,Low,No,41-50
EV05522,61,Male,132032.0,Urban,11.1,1,Sedan,9,14,No,1,Yes,Low,No,61-70
EV05523,60,Female,111951.0,Suburban,19.8,2,Truck,2,3,Yes,1,Yes,Low,No,51-60
EV05524,26,Male,30018.0,Suburban,47.2,1,Sedan,1,6,Yes,2,No,Low,No,18-30
EV05525,39,Female,90354.0,Suburban,49.2,3,Sedan,5,5,Yes,4,No,Low,No,31-40
EV05526,67,Female,89059.0,Urban,8.3,2,Sedan,3,13,No,2,Yes,Low,No,61-70
EV05527,36,Female,115798.0,Suburban,66.5,1,SUV,4,8,Yes,3,Yes,Low,No,31-40
EV05528,43,Male,76566.0,Suburban,29.7,3,SUV,0,5,Yes,3,Yes,Low,No,41-50
EV05529,60,Female,75358.0,Suburban,27.3,1,Hatchback,4,7,Yes,4,Yes,Low,Yes,51-60
EV05530,61,Female,46623.0,Urban,62.4,1,SUV,3,14,Yes,2,Yes,Low,Yes,61-70
EV05531,43,Male,41391.0,Suburban,56.1,2,Sedan,1,8,Yes,2,No,Low,No,41-50
EV05532,39,Female,107146.0,Urban,55.9,2,Hatchback,12,13,No,4,Yes,Medium,No,31-40
EV05533,36,Male,105235.0,Urban,61.8,1,Hatchback,9,16,No,3,Yes,Low,No,31-40
EV05534,52,Female,146903.0,Urban,47.8,4,SUV,3,8,No,5,No,Medium,No,51-60
EV05535,47,Male,78652.0,Urban,25.6,1,Sedan,4,16,No,4,No,Medium,No,41-50
EV05536,60,Other,74474.0,Urban,43.9,3,Sedan,7,7,No,5,No,Low,No,51-60
EV05537,67,Female,70041.0,Rural,31.3,3,Sedan,0,0,Yes,3,Yes,Medium,No,61-70
EV05538,52,Male,32892.0,Rural,40.2,1,SUV,1,0,Yes,3,Yes,Low,No,51-60
EV05539,29,Female,67715.0,Rural,78.2,2,Sedan,1,3,Yes,1,Yes,Low,No,18-30
EV05540,49,Male,75450.0,Urban,44.1,2,SUV,10,8,No,2,Yes,Low,No,41-50
EV05541,69,Male,39764.0,Urban,28.4,3,SUV,3,6,No,5,Yes,Medium,Yes,61-70
EV05542,52,Female,68799.0,Urban,90.0,2,SUV,11,6,Yes,2,Yes,Low,No,51-60
EV05543,44,Female,142081.0,Urban,47.7,1,Hatchback,13,5,No,1,No,Low,No,41-50
EV05544,49,Female,30000.0,Urban,33.1,1,SUV,8,16,Yes,1,Yes,Low,No,41-50
EV05545,36,Female,127391.0,Urban,96.3,2,Sedan,3,13,No,5,No,Medium,No,31-40
EV05546,45,Male,113927.0,Urban,24.8,1,Sedan,5,12,No,5,No,Medium,No,41-50
EV05547,36,Female,61087.0,Urban,10.0,1,Hatchback,4,12,Yes,1,No,Low,No,31-40
EV05548,37,Female,109200.0,Suburban,52.4,2,Sedan,6,2,Yes,3,Yes,Low,No,31-40
EV05549,62,Female,88869.0,Urban,15.5,2,Sedan,5,14,No,4,No,Low,No,61-70
EV05550,51,Female,53818.0,Urban,37.1,3,Sedan,7,13,Yes,1,Yes,Low,No,51-60
EV05551,48,Male,74356.0,Urban,45.0,1,Hatchback,14,18,No,3,Yes,Low,No,41-50
EV05552,42,Female,134386.0,Urban,50.9,1,Truck,12,12,Yes,2,No,Low,No,41-50
EV05553,67,Female,80713.0,Urban,16.1,3,SUV,9,11,No,3,Yes,Low,No,61-70
EV05554,55,Female,104188.0,Urban,5.0,1,Truck,3,15,Yes,1,Yes,Low,No,51-60
EV05555,41,Female,59428.0,Suburban,15.6,2,SUV,4,2,Yes,5,Yes,Low,No,41-50
EV05556,44,Male,87895.0,Urban,75.2,2,Truck,13,18,No,4,Yes,Low,Yes,41-50
EV05557,37,Female,133096.0,Urban,47.8,3,SUV,7,9,No,4,Yes,Low,No,31-40
EV05558,37,Female,84708.0,Urban,91.8,1,Sedan,9,5,No,1,Yes,Medium,No,31-40
EV05559,63,Female,80246.0,Suburban,67.0,2,Hatchback,7,7,No,1,Yes,Medium,No,61-70
EV05560,25,Female,80827.0,Urban,53.0,1,SUV,4,10,No,2,Yes,Low,No,18-30
EV05561,27,Male,92873.0,Urban,35.6,1,SUV,10,5,No,3,No,Low,No,18-30
EV05562,46,Female,30000.0,Suburban,14.4,4,SUV,1,8,Yes,1,Yes,Low,No,41-50
EV05563,68,Male,114182.0,Suburban,17.3,1,Sedan,3,9,Yes,4,Yes,Low,Yes,61-70
EV05564,62,Male,64632.0,Suburban,61.3,2,SUV,3,3,Yes,1,No,Low,No,61-70
EV05565,28,Male,93102.0,Urban,5.0,1,Sedan,5,9,No,5,No,Low,No,18-30
EV05566,50,Female,81880.0,Urban,5.0,1,SUV,12,15,Yes,3,No,Low,No,41-50
EV05567,56,Female,117434.0,Urban,40.2,1,SUV,4,5,No,2,Yes,Medium,No,51-60
EV05568,34,Female,82394.0,Urban,58.3,2,SUV,4,14,Yes,2,Yes,Low,No,31-40
EV05569,36,Male,65398.0,Rural,30.1,1,Sedan,0,3,Yes,2,No,Low,No,31-40
EV05570,44,Female,125813.0,Rural,18.4,1,Sedan,2,3,Yes,4,No,Low,No,41-50
EV05571,56,Male,65085.0,Rural,35.9,1,Hatchback,0,1,Yes,2,Yes,Low,No,51-60
EV05572,41,Female,67847.0,Suburban,21.7,2,Sedan,5,5,Yes,3,Yes,Low,No,41-50
EV05573,40,Female,88380.0,Rural,54.9,1,Sedan,0,3,Yes,2,No,Low,No,31-40
EV05574,69,Female,30000.0,Suburban,42.6,3,SUV,3,7,Yes,3,Yes,Low,No,61-70
EV05575,46,Female,49248.0,Rural,22.7,3,Hatchback,1,2,Yes,5,Yes,Low,No,41-50
EV05576,64,Female,90430.0,Urban,53.0,2,Sedan,7,16,Yes,5,No,Low,No,61-70
EV05577,25,Male,87158.0,Rural,19.1,1,Hatchback,1,1,Yes,2,No,Low,No,18-30
EV05578,30,Male,94274.0,Urban,39.0,4,SUV,4,13,Yes,5,Yes,Low,Yes,18-30
EV05579,43,Female,119090.0,Urban,68.8,1,Sedan,3,9,No,3,Yes,Medium,No,41-50
EV05580,55,Female,41300.0,Urban,32.3,1,SUV,9,10,No,5,No,Low,No,51-60
EV05581,54,Female,104248.0,Urban,35.7,1,Sedan,7,18,Yes,2,No,Low,No,51-60
EV05582,50,Female,33920.0,Rural,71.0,2,Sedan,1,0,Yes,4,Yes,Low,Yes,41-50
EV05583,44,Male,33807.0,Suburban,25.8,3,Hatchback,4,3,Yes,1,Yes,Low,No,41-50
EV05584,60,Male,51569.0,Urban,5.0,2,SUV,12,18,No,5,No,Low,No,51-60
EV05585,27,Male,70702.0,Urban,34.9,2,Sedan,13,15,No,1,Yes,Low,No,18-30
EV05586,33,Male,98001.0,Urban,34.9,4,Hatchback,4,8,No,2,No,Low,No,31-40
EV05587,43,Male,87606.0,Urban,32.0,1,Sedan,5,16,No,1,Yes,Medium,No,41-50
EV05588,43,Other,99265.0,Urban,21.2,3,SUV,11,12,Yes,4,Yes,Low,Yes,41-50
EV05589,51,Female,72887.0,Rural,36.6,2,Hatchback,1,0,Yes,5,Yes,Low,Yes,51-60
EV05590,61,Female,77466.0,Suburban,21.7,4,Sedan,5,5,Yes,4,Yes,Low,No,61-70
EV05591,46,Female,107845.0,Urban,52.5,1,Sedan,6,5,No,1,No,Medium,No,41-50
EV05592,57,Female,52439.0,Rural,7.3,1,SUV,1,1,Yes,3,Yes,Low,No,51-60
EV05593,35,Female,67889.0,Suburban,36.0,1,Sedan,6,4,Yes,1,No,Low,No,31-40
EV05594,69,Female,88966.0,Urban,71.8,2,SUV,9,4,No,5,Yes,Medium,Yes,61-70
EV05595,52,Male,36850.0,Urban,49.4,4,Truck,13,6,No,1,No,Low,No,51-60
EV05596,34,Female,70133.0,Rural,16.4,2,Sedan,1,2,Yes,3,Yes,Low,Yes,31-40
EV05597,64,Male,113073.0,Rural,54.6,2,SUV,0,2,Yes,3,Yes,Low,No,61-70
EV05598,40,Male,49751.0,Suburban,39.7,3,Sedan,4,9,Yes,2,Yes,Low,No,31-40
EV05599,50,Male,169533.0,Suburban,51.5,3,Truck,2,1,Yes,3,Yes,Low,Yes,41-50
EV05600,31,Male,64373.0,Suburban,26.5,2,SUV,1,6,No,5,No,Medium,No,31-40
EV05601,38,Male,83459.0,Suburban,49.5,2,Sedan,7,7,Yes,1,No,Low,No,31-40
EV05602,29,Male,70973.0,Suburban,69.9,1,SUV,7,2,No,2,Yes,Medium,No,18-30
EV05603,26,Male,66391.0,Urban,46.5,2,Sedan,2,10,No,5,No,Medium,No,18-30
EV05604,57,Female,95660.0,Rural,68.1,2,SUV,2,2,Yes,4,Yes,Low,Yes,51-60
EV05605,65,Male,59962.0,Suburban,51.0,1,Sedan,0,2,No,5,No,Medium,No,61-70
EV05606,47,Male,128985.0,Suburban,56.7,1,Hatchback,7,5,Yes,4,Yes,Low,Yes,41-50
EV05607,50,Female,95583.0,Suburban,93.4,1,SUV,7,6,Yes,1,No,Low,No,41-50
EV05608,54,Male,144174.0,Urban,23.8,4,Sedan,14,5,Yes,4,Yes,Low,No,51-60
EV05609,65,Female,88778.0,Urban,34.7,2,Hatchback,9,9,No,3,No,Low,No,61-70
EV05610,57,Male,66359.0,Urban,94.4,4,Truck,13,6,No,5,Yes,Medium,No,51-60
EV05611,29,Male,63209.0,Suburban,15.9,1,Sedan,5,4,Yes,5,No,Low,No,18-30
EV05612,27,Male,59883.0,Urban,35.3,1,Truck,13,12,Yes,5,Yes,Low,No,18-30
EV05613,62,Female,88989.0,Rural,70.9,1,Hatchback,1,3,No,5,No,Medium,No,61-70
EV05614,54,Female,91365.0,Suburban,5.0,2,SUV,2,7,Yes,4,Yes,Low,Yes,51-60
EV05615,28,Male,91460.0,Urban,63.4,1,Truck,12,8,Yes,5,No,Low,No,18-30
EV05616,62,Female,64999.0,Suburban,50.5,2,SUV,4,5,No,1,No,Low,No,61-70
EV05617,28,Female,110632.0,Rural,5.0,1,Truck,1,0,Yes,3,No,Low,No,18-30
EV05618,33,Male,99747.0,Rural,30.0,1,SUV,2,0,Yes,1,No,Low,No,31-40
EV05619,41,Other,63561.0,Rural,57.7,2,Sedan,2,0,Yes,4,No,Low,No,41-50
EV05620,42,Male,30000.0,Suburban,13.5,2,Sedan,3,1,Yes,3,Yes,Low,No,41-50
EV05621,44,Male,64957.0,Urban,59.0,2,Hatchback,7,8,No,5,Yes,Low,No,41-50
EV05622,64,Male,43761.0,Suburban,53.3,1,Sedan,0,4,No,3,No,High,No,61-70
EV05623,65,Female,45988.0,Urban,71.2,1,Truck,11,8,No,5,No,Medium,No,61-70
EV05624,62,Female,88328.0,Urban,5.0,3,SUV,13,19,Yes,5,No,Low,No,61-70
EV05625,58,Male,100974.0,Urban,54.1,2,Sedan,11,10,No,5,No,Low,No,51-60
EV05626,28,Male,84880.0,Urban,63.5,2,SUV,7,6,Yes,5,No,Low,No,18-30
EV05627,44,Male,72769.0,Urban,28.0,1,SUV,3,10,Yes,3,Yes,Low,No,41-50
EV05628,37,Female,150259.0,Suburban,54.5,3,Sedan,4,5,Yes,3,No,Low,No,31-40
EV05629,40,Male,70471.0,Rural,24.5,2,Truck,2,2,Yes,4,No,Low,No,31-40
EV05630,41,Male,128560.0,Urban,33.5,2,Sedan,8,8,No,3,Yes,Low,Yes,41-50
EV05631,51,Male,85342.0,Urban,17.8,1,Hatchback,12,18,Yes,5,No,Low,No,51-60
EV05632,33,Male,72415.0,Urban,27.0,1,Hatchback,5,7,No,1,No,Medium,No,31-40
EV05633,39,Male,122116.0,Urban,82.1,2,Sedan,11,10,No,2,Yes,Medium,No,31-40
EV05634,61,Male,75621.0,Suburban,108.7,1,Hatchback,1,3,Yes,4,Yes,Low,No,61-70
EV05635,60,Male,80011.0,Urban,30.3,4,SUV,6,6,No,2,Yes,Medium,No,51-60
EV05636,45,Female,100461.0,Rural,55.5,1,SUV,2,2,Yes,5,Yes,Low,Yes,41-50
EV05637,34,Male,103108.0,Suburban,40.2,2,SUV,1,7,No,5,Yes,Low,Yes,31-40
EV05638,64,Female,97000.0,Urban,5.0,2,Sedan,7,18,No,1,No,Low,No,61-70
EV05639,39,Female,84708.0,Rural,47.1,2,Hatchback,1,2,Yes,5,Yes,Low,Yes,31-40
EV05640,43,Male,44341.0,Urban,54.3,2,SUV,5,15,No,1,Yes,Medium,No,41-50
EV05641,60,Male,68392.0,Urban,67.2,2,SUV,8,9,Yes,4,No,Low,No,51-60
EV05642,59,Male,30000.0,Urban,35.4,2,Hatchback,11,12,Yes,1,Yes,Low,No,51-60
EV05643,46,Female,59424.0,Rural,25.4,1,Sedan,2,0,No,3,No,Medium,No,41-50
EV05644,43,Male,39673.0,Suburban,13.9,1,Sedan,3,2,Yes,5,No,Low,No,41-50
EV05645,58,Other,69349.0,Urban,30.0,1,Sedan,5,4,No,5,Yes,Medium,No,51-60
EV05646,66,Female,129148.0,Urban,36.9,1,SUV,4,6,No,4,No,Medium,No,61-70
EV05647,27,Female,53904.0,Suburban,32.4,4,Truck,3,4,No,4,No,Medium,No,18-30
EV05648,50,Female,31132.0,Urban,52.0,2,Hatchback,6,18,No,3,Yes,Medium,No,41-50
EV05649,57,Female,102311.0,Suburban,16.6,2,Hatchback,0,1,Yes,4,No,Low,No,51-60
EV05650,50,Male,153254.0,Suburban,78.8,2,Hatchback,4,8,Yes,1,No,Low,No,41-50
EV05651,59,Female,123738.0,Suburban,27.7,2,Hatchback,2,4,No,2,Yes,High,No,51-60
EV05652,32,Male,37218.0,Suburban,94.8,1,Hatchback,6,6,No,1,Yes,Medium,No,31-40
EV05653,25,Male,81484.0,Urban,40.6,2,Truck,5,9,Yes,2,No,Low,No,18-30
EV05654,31,Male,103642.0,Suburban,8.0,1,Sedan,7,3,No,1,No,Low,No,31-40
EV05655,47,Female,54923.0,Urban,37.1,1,Sedan,5,16,No,2,Yes,Medium,No,41-50
EV05656,50,Male,89820.0,Urban,52.9,2,Sedan,13,12,No,5,Yes,Low,Yes,41-50
EV05657,66,Other,71478.0,Urban,50.3,2,SUV,11,19,Yes,3,Yes,Low,No,61-70
EV05658,30,Female,44601.0,Suburban,46.3,2,Sedan,0,4,Yes,4,No,Low,No,18-30
EV05659,67,Male,57482.0,Urban,45.8,3,Sedan,6,3,No,2,Yes,Low,No,61-70
EV05660,39,Male,69628.0,Urban,62.6,1,Truck,14,13,No,3,Yes,Low,No,31-40
EV05661,49,Female,87877.0,Urban,49.0,1,SUV,5,5,Yes,4,Yes,Low,Yes,41-50
EV05662,59,Male,84708.0,Urban,48.2,2,Hatchback,11,15,No,1,Yes,Low,No,51-60
EV05663,54,Female,104014.0,Urban,33.1,2,SUV,5,6,No,5,Yes,Low,Yes,51-60
EV05664,64,Male,133381.0,Urban,43.4,1,Sedan,8,19,Yes,1,No,Low,No,61-70
EV05665,30,Female,46289.0,Suburban,35.8,3,Truck,6,2,Yes,4,No,Low,No,18-30
EV05666,61,Female,134591.0,Suburban,78.0,3,SUV,1,7,Yes,3,Yes,Low,No,61-70
EV05667,65,Female,87102.0,Rural,36.4,2,SUV,0,0,Yes,3,Yes,Low,No,61-70
EV05668,64,Male,105587.0,Suburban,5.0,3,Sedan,3,1,No,2,Yes,Medium,No,61-70
EV05669,46,Female,95872.0,Urban,36.5,2,Sedan,11,5,Yes,4,Yes,Low,Yes,41-50
EV05670,66,Female,113111.0,Urban,28.0,1,Sedan,4,19,No,4,Yes,Low,Yes,61-70
EV05671,34,Female,100132.0,Urban,49.7,3,Sedan,13,16,No,2,Yes,Low,No,31-40
EV05672,37,Male,66657.0,Urban,56.6,1,Sedan,8,7,No,1,Yes,Medium,No,31-40
EV05673,38,Male,71241.0,Urban,31.3,1,Sedan,14,14,No,5,Yes,Low,Yes,31-40
EV05674,65,Female,82786.0,Suburban,44.5,2,Sedan,0,6,No,3,Yes,Low,No,61-70
EV05675,48,Female,95969.0,Urban,21.8,2,Truck,14,9,Yes,3,Yes,Low,No,41-50
EV05676,66,Male,42861.0,Suburban,59.5,1,Sedan,5,8,Yes,5,Yes,Medium,No,61-70
EV05677,68,Male,59160.0,Urban,69.4,1,SUV,3,3,Yes,1,Yes,Low,No,61-70
EV05678,60,Male,144035.0,Urban,48.8,1,Sedan,7,4,No,4,Yes,Low,Yes,51-60
EV05679,34,Female,49422.0,Urban,11.4,2,SUV,4,11,No,4,No,Low,No,31-40
EV05680,54,Female,69450.0,Rural,5.0,1,SUV,1,1,Yes,4,Yes,Low,Yes,51-60
EV05681,62,Female,110460.0,Suburban,39.4,1,SUV,6,8,Yes,5,Yes,Low,Yes,61-70
EV05682,50,Female,51305.0,Urban,63.8,1,Sedan,11,14,Yes,3,No,Low,No,41-50
EV05683,50,Female,103122.0,Urban,5.0,2,Truck,9,17,No,4,No,Low,No,41-50
EV05684,33,Female,79209.0,Urban,10.4,2,SUV,2,5,Yes,5,Yes,Low,Yes,31-40
EV05685,54,Male,30000.0,Suburban,64.9,1,Sedan,3,5,Yes,3,No,Low,No,51-60
EV05686,57,Male,93999.0,Urban,13.5,2,Truck,4,6,Yes,5,No,Low,No,51-60
EV05687,55,Female,129746.0,Urban,49.9,3,SUV,6,4,Yes,5,Yes,Low,No,51-60
EV05688,38,Female,30000.0,Suburban,5.0,4,Sedan,4,9,Yes,5,No,Low,No,31-40
EV05689,47,Male,104787.0,Rural,41.1,1,Sedan,0,2,Yes,5,Yes,Low,Yes,41-50
EV05690,58,Female,123763.0,Urban,29.8,3,SUV,13,12,No,5,No,Low,No,51-60
EV05691,27,Male,115618.0,Suburban,8.5,2,Sedan,7,2,Yes,2,Yes,Low,No,18-30
EV05692,62,Male,51330.0,Suburban,46.8,1,SUV,3,3,Yes,1,Yes,Low,No,61-70
EV05693,44,Female,134543.0,Suburban,67.7,3,SUV,4,4,No,4,Yes,Medium,No,41-50
EV05694,30,Female,81984.0,Suburban,46.9,1,SUV,2,3,Yes,2,No,Low,No,18-30
EV05695,36,Female,112172.0,Suburban,44.9,2,Sedan,6,9,Yes,4,Yes,Low,Yes,31-40
EV05696,30,Male,80036.0,Urban,36.4,3,Hatchback,11,6,Yes,3,No,Low,No,18-30
EV05697,29,Female,67626.0,Suburban,72.2,1,SUV,5,8,Yes,5,No,Low,No,18-30
EV05698,28,Female,45702.0,Urban,40.2,1,SUV,9,12,No,4,No,Low,No,18-30
EV05699,60,Male,104230.0,Urban,64.3,3,Sedan,3,11,No,1,No,Low,No,51-60
EV05700,28,Male,77622.0,Urban,62.1,3,Truck,14,14,No,1,No,Medium,No,18-30
EV05701,28,Male,55918.0,Urban,49.8,2,Sedan,8,18,No,3,Yes,Low,No,18-30
EV05702,53,Female,67360.0,Urban,39.2,2,Sedan,14,19,Yes,1,Yes,Low,No,51-60
EV05703,55,Female,83452.0,Suburban,44.9,1,SUV,6,3,Yes,4,Yes,Low,Yes,51-60
EV05704,33,Female,61636.0,Urban,75.0,2,Hatchback,6,16,No,3,No,Low,No,31-40
EV05705,25,Female,83977.0,Suburban,5.7,2,SUV,2,3,Yes,5,No,Low,No,18-30
EV05706,35,Male,30000.0,Urban,45.1,2,Sedan,13,10,No,3,Yes,Low,No,31-40
EV05707,67,Male,81844.0,Urban,76.8,4,Sedan,11,8,No,1,No,Medium,No,61-70
EV05708,50,Male,55047.0,Suburban,9.9,1,Sedan,0,9,No,3,Yes,Medium,No,41-50
EV05709,58,Male,133013.0,Suburban,31.1,2,SUV,3,3,Yes,4,No,Low,No,51-60
EV05710,30,Male,47800.0,Rural,12.0,2,SUV,0,1,Yes,1,No,Low,No,18-30
EV05711,68,Male,30000.0,Suburban,5.0,3,Sedan,1,3,Yes,3,Yes,Low,No,61-70
EV05712,67,Male,63435.0,Urban,14.3,1,Sedan,4,11,No,2,Yes,Low,No,61-70
EV05713,25,Female,114907.0,Urban,48.4,2,SUV,9,4,No,4,No,Low,No,18-30
EV05714,49,Male,92867.0,Urban,61.3,3,SUV,13,12,No,1,No,Low,No,41-50
EV05715,68,Female,129350.0,Urban,48.2,2,SUV,3,6,Yes,1,No,Low,No,61-70
EV05716,42,Male,93486.0,Urban,16.0,1,Sedan,14,3,No,2,No,Low,No,41-50
EV05717,68,Female,96100.0,Rural,5.0,2,Truck,1,1,Yes,5,No,Low,Yes,61-70
EV05718,54,Male,122827.0,Suburban,46.0,1,SUV,1,5,Yes,4,No,Low,No,51-60
EV05719,67,Male,85309.0,Suburban,5.0,1,SUV,7,9,Yes,1,Yes,Low,No,61-70
EV05720,59,Male,100303.0,Suburban,47.0,2,Hatchback,5,7,Yes,4,No,Low,No,51-60
EV05721,45,Male,94893.0,Urban,55.6,1,Sedan,2,4,No,2,Yes,Medium,No,41-50
EV05722,49,Male,84708.0,Urban,66.9,2,SUV,10,7,Yes,3,No,Low,No,41-50
EV05723,69,Female,150242.0,Urban,52.3,2,Hatchback,4,15,No,5,Yes,Low,Yes,61-70
EV05724,47,Female,69060.0,Rural,50.7,3,Hatchback,1,3,No,5,No,Medium,No,41-50
EV05725,61,Male,106335.0,Suburban,40.5,3,Hatchback,4,1,Yes,4,Yes,Low,Yes,61-70
EV05726,60,Male,68769.0,Suburban,45.9,2,SUV,1,6,No,1,No,Low,No,51-60
EV05727,30,Other,100959.0,Suburban,38.3,2,Truck,4,7,Yes,4,Yes,Low,No,18-30
EV05728,66,Female,84708.0,Urban,59.3,3,Sedan,12,16,Yes,5,Yes,Low,No,61-70
EV05729,35,Female,81000.0,Suburban,32.0,2,Truck,4,6,Yes,1,Yes,Low,No,31-40
